Participant	QN	Neologism	Condition	Figure	Regularity	Pattern	Score	Unknown	Age
Suj32	43Q09	beurre	4	Metonymy	High	P43	2	NA	21
Suj32	43Q10	huile	4	Metonymy	High	P43	2	NA	21
Suj33	11Q01	mentor	1	Metaphor	Low	P11	NA	NA	22
Suj33	11Q02	croupier	1	Metaphor	Low	P11	NA	NA	22
Suj33	11Q03	vigile	1	Metaphor	Low	P11	NA	NA	22
Suj33	11Q04	barman	1	Metaphor	Low	P11	NA	NA	22
Suj33	11Q05	pompier	1	Metaphor	Low	P11	NA	NA	22
Suj33	11Q06	majordome	1	Metaphor	Low	P11	5	NA	22
Suj33	11Q07	acrobate	1	Metaphor	Low	P11	2	NA	22
Suj33	11Q08	arbitre	1	Metaphor	Low	P11	5	NA	22
Suj33	11Q09	infirmier	1	Metaphor	Low	P11	3	NA	22
Suj33	11Q10	troubadour	1	Metaphor	Low	P11	2	NA	22
Suj33	12Q01	pistache	1	Metaphor	Low	P12	NA	NA	22
Suj33	12Q02	orange	1	Metaphor	Low	P12	NA	NA	22
Suj33	12Q03	cacahuete	1	Metaphor	Low	P12	NA	NA	22
Suj33	12Q04	abricot	1	Metaphor	Low	P12	NA	NA	22
Suj33	12Q05	olive	1	Metaphor	Low	P12	NA	NA	22
Suj33	12Q06	cerise	1	Metaphor	Low	P12	6	NA	22
Suj33	12Q07	haricot	1	Metaphor	Low	P12	4	NA	22
Suj33	12Q08	datte	1	Metaphor	Low	P12	7	NA	22
Suj33	12Q09	pasteque	1	Metaphor	Low	P12	3	NA	22
Suj33	12Q10	escalope	1	Metaphor	Low	P12	2	NA	22
Suj33	13Q01	chrysalide	1	Metaphor	Low	P13	NA	NA	22
Suj33	13Q02	sapin	1	Metaphor	Low	P13	NA	NA	22
Suj33	13Q03	colline	1	Metaphor	Low	P13	NA	NA	22
Suj33	13Q04	grotte	1	Metaphor	Low	P13	NA	NA	22
Suj33	13Q05	cratere	1	Metaphor	Low	P13	NA	NA	22
Suj33	13Q06	dune	1	Metaphor	Low	P13	6	NA	22
Suj33	13Q07	falaise	1	Metaphor	Low	P13	4	NA	22
Suj33	13Q08	eboulis	1	Metaphor	Low	P13	2	NA	22
Suj33	13Q09	banquise	1	Metaphor	Low	P13	4	NA	22
Suj33	13Q10	fougere	1	Metaphor	Low	P13	4	NA	22
Suj33	21Q01	brise	2	Metaphor	High	P21	NA	NA	22
Suj33	21Q02	bruine	2	Metaphor	High	P21	NA	NA	22
Suj33	21Q03	typhon	2	Metaphor	High	P21	NA	NA	22
Suj33	21Q04	bourrasque	2	Metaphor	High	P21	NA	NA	22
Suj33	21Q05	cyclone	2	Metaphor	High	P21	NA	NA	22
Suj33	21Q06	seisme	2	Metaphor	High	P21	7	NA	22
Suj33	21Q07	orage	2	Metaphor	High	P21	7	NA	22
Suj33	21Q08	crachin	2	Metaphor	High	P21	6	NA	22
Suj33	21Q09	mistral	2	Metaphor	High	P21	7	NA	22
Suj33	21Q10	blizzard	2	Metaphor	High	P21	7	NA	22
Suj33	22Q01	estomac	2	Metaphor	High	P22	NA	NA	22
Suj33	22Q02	moustache	2	Metaphor	High	P22	NA	NA	22
Suj33	22Q03	trachee	2	Metaphor	High	P22	NA	NA	22
Suj33	22Q04	tempe	2	Metaphor	High	P22	NA	NA	22
Suj33	22Q05	genou	2	Metaphor	High	P22	NA	NA	22
Suj33	22Q06	thorax	2	Metaphor	High	P22	3	NA	22
Suj33	22Q07	orteil	2	Metaphor	High	P22	3	NA	22
Suj33	22Q08	cheveu	2	Metaphor	High	P22	6	NA	22
Suj33	22Q09	epaule	2	Metaphor	High	P22	2	NA	22
Suj33	22Q10	paupiere	2	Metaphor	High	P22	7	NA	22
Suj33	23Q01	insalubrite	2	Metaphor	High	P23	NA	NA	22
Suj33	23Q02	obesite	2	Metaphor	High	P23	NA	NA	22
Suj33	23Q03	etancheite	2	Metaphor	High	P23	NA	NA	22
Suj33	23Q04	compressibilite	2	Metaphor	High	P23	NA	NA	22
Suj33	23Q05	absorptivite	2	Metaphor	High	P23	NA	NA	22
Suj33	23Q06	fluorescence	2	Metaphor	High	P23	3	NA	22
Suj33	23Q07	corpulence	2	Metaphor	High	P23	5	NA	22
Suj33	23Q08	sveltesse	2	Metaphor	High	P23	3	NA	22
Suj33	23Q09	humidite	2	Metaphor	High	P23	7	NA	22
Suj33	23Q10	adherence	2	Metaphor	High	P23	6	NA	22
Suj33	31Q01	chevalet	3	Metonymy	Low	P31	NA	NA	22
Suj33	31Q02	babyfoot	3	Metonymy	Low	P31	NA	NA	22
Suj33	31Q03	chaudiere	3	Metonymy	Low	P31	NA	NA	22
Suj33	31Q04	parcmetre	3	Metonymy	Low	P31	NA	NA	22
Suj33	31Q05	piano	3	Metonymy	Low	P31	NA	NA	22
Suj33	31Q06	microondes	3	Metonymy	Low	P31	3	NA	22
Suj33	31Q07	enclume	3	Metonymy	Low	P31	4	NA	22
Suj33	31Q08	photocopieuse	3	Metonymy	Low	P31	5	NA	22
Suj33	31Q09	alambic	3	Metonymy	Low	P31	NA	Unknown	22
Suj33	31Q10	congelateur	3	Metonymy	Low	P31	5	NA	22
Suj33	32Q01	jambe	3	Metonymy	Low	P32	NA	NA	22
Suj33	32Q02	dos	3	Metonymy	Low	P32	NA	NA	22
Suj33	32Q03	doigt	3	Metonymy	Low	P32	NA	NA	22
Suj33	32Q04	cuisse	3	Metonymy	Low	P32	NA	NA	22
Suj33	32Q05	poignet	3	Metonymy	Low	P32	NA	NA	22
Suj33	32Q06	poing	3	Metonymy	Low	P32	7	NA	22
Suj33	32Q07	abdos	3	Metonymy	Low	P32	5	NA	22
Suj33	32Q08	uterus	3	Metonymy	Low	P32	1	NA	22
Suj33	32Q09	gorge	3	Metonymy	Low	P32	6	NA	22
Suj33	32Q10	sourcil	3	Metonymy	Low	P32	6	NA	22
Suj33	33Q01	savoir	3	Metonymy	Low	P33	NA	NA	22
Suj33	33Q02	laicite	3	Metonymy	Low	P33	NA	NA	22
Suj33	33Q03	elegance	3	Metonymy	Low	P33	NA	NA	22
Suj33	33Q04	generosite	3	Metonymy	Low	P33	NA	NA	22
Suj33	33Q05	spiritualite	3	Metonymy	Low	P33	NA	NA	22
Suj33	33Q06	pauvrete	3	Metonymy	Low	P33	7	NA	22
Suj33	33Q07	ivresse	3	Metonymy	Low	P33	3	NA	22
Suj33	33Q08	humour	3	Metonymy	Low	P33	6	NA	22
Suj33	33Q09	paranoia	3	Metonymy	Low	P33	7	NA	22
Suj33	33Q10	fougue	3	Metonymy	Low	P33	7	NA	22
Suj33	41Q01	ablation	4	Metonymy	High	P41	NA	NA	22
Suj33	41Q02	reparation	4	Metonymy	High	P41	NA	NA	22
Suj33	41Q03	glanage	4	Metonymy	High	P41	NA	NA	22
Suj33	41Q04	racket	4	Metonymy	High	P41	NA	NA	22
Suj33	41Q05	bouclage	4	Metonymy	High	P41	NA	NA	22
Suj33	41Q06	perquisition	4	Metonymy	High	P41	7	NA	22
Suj33	41Q07	liquidation	4	Metonymy	High	P41	6	NA	22
Suj33	41Q08	broyage	4	Metonymy	High	P41	3	NA	22
Suj33	41Q09	largage	4	Metonymy	High	P41	7	NA	22
Suj33	41Q10	verification	4	Metonymy	High	P41	5	NA	22
Suj33	42Q01	paternalisme	4	Metonymy	High	P42	NA	NA	22
Suj33	42Q02	serviabilite	4	Metonymy	High	P42	NA	NA	22
Suj33	42Q03	sincerite	4	Metonymy	High	P42	NA	NA	22
Suj33	42Q04	clemence	4	Metonymy	High	P42	NA	NA	22
Suj33	42Q05	bienveillance	4	Metonymy	High	P42	NA	NA	22
Suj33	42Q06	neutralite	4	Metonymy	High	P42	7	NA	22
Suj33	42Q07	sexisme	4	Metonymy	High	P42	7	NA	22
Suj33	42Q08	arrogance	4	Metonymy	High	P42	7	NA	22
Suj33	42Q09	docilite	4	Metonymy	High	P42	7	NA	22
Suj33	42Q10	immaturite	4	Metonymy	High	P42	7	NA	22
Suj33	43Q01	safran	4	Metonymy	High	P43	NA	NA	22
Suj33	43Q02	vinaigre	4	Metonymy	High	P43	NA	NA	22
Suj33	43Q03	levure	4	Metonymy	High	P43	NA	NA	22
Suj33	43Q04	moutarde	4	Metonymy	High	P43	NA	NA	22
Suj33	43Q05	vanille	4	Metonymy	High	P43	NA	NA	22
Suj33	43Q06	lait	4	Metonymy	High	P43	3	NA	22
Suj33	43Q07	ketchup	4	Metonymy	High	P43	5	NA	22
Suj33	43Q08	sel	4	Metonymy	High	P43	3	NA	22
Suj33	43Q09	beurre	4	Metonymy	High	P43	6	NA	22
Suj33	43Q10	huile	4	Metonymy	High	P43	6	NA	22
Suj34	11Q01	mentor	1	Metaphor	Low	P11	NA	NA	21
Suj34	11Q02	croupier	1	Metaphor	Low	P11	NA	NA	21
Suj34	11Q03	vigile	1	Metaphor	Low	P11	NA	NA	21
Suj34	11Q04	barman	1	Metaphor	Low	P11	NA	NA	21
Suj34	11Q05	pompier	1	Metaphor	Low	P11	NA	NA	21
Suj34	11Q06	majordome	1	Metaphor	Low	P11	3	NA	21
Suj34	11Q07	acrobate	1	Metaphor	Low	P11	3	NA	21
Suj34	11Q08	arbitre	1	Metaphor	Low	P11	5	NA	21
Suj34	11Q09	infirmier	1	Metaphor	Low	P11	5	NA	21
Suj34	11Q10	troubadour	1	Metaphor	Low	P11	2	NA	21
Suj34	12Q01	pistache	1	Metaphor	Low	P12	NA	NA	21
Suj34	12Q02	orange	1	Metaphor	Low	P12	NA	NA	21
Suj34	12Q03	cacahuete	1	Metaphor	Low	P12	NA	NA	21
Suj34	12Q04	abricot	1	Metaphor	Low	P12	NA	NA	21
Suj34	12Q05	olive	1	Metaphor	Low	P12	NA	NA	21
Suj34	12Q06	cerise	1	Metaphor	Low	P12	5	NA	21
Suj34	12Q07	haricot	1	Metaphor	Low	P12	5	NA	21
Suj34	12Q08	datte	1	Metaphor	Low	P12	5	NA	21
Suj34	12Q09	pasteque	1	Metaphor	Low	P12	6	NA	21
Suj34	12Q10	escalope	1	Metaphor	Low	P12	1	NA	21
Suj34	13Q01	chrysalide	1	Metaphor	Low	P13	NA	NA	21
Suj34	13Q02	sapin	1	Metaphor	Low	P13	NA	NA	21
Suj34	13Q03	colline	1	Metaphor	Low	P13	NA	NA	21
Suj34	13Q04	grotte	1	Metaphor	Low	P13	NA	NA	21
Suj34	13Q05	cratere	1	Metaphor	Low	P13	NA	NA	21
Suj34	13Q06	dune	1	Metaphor	Low	P13	5	NA	21
Suj34	13Q07	falaise	1	Metaphor	Low	P13	1	NA	21
Suj34	13Q08	eboulis	1	Metaphor	Low	P13	5	NA	21
Suj34	13Q09	banquise	1	Metaphor	Low	P13	3	NA	21
Suj34	13Q10	fougere	1	Metaphor	Low	P13	2	NA	21
Suj34	21Q01	brise	2	Metaphor	High	P21	NA	NA	21
Suj34	21Q02	bruine	2	Metaphor	High	P21	NA	NA	21
Suj34	21Q03	typhon	2	Metaphor	High	P21	NA	NA	21
Suj34	21Q04	bourrasque	2	Metaphor	High	P21	NA	NA	21
Suj34	21Q05	cyclone	2	Metaphor	High	P21	NA	NA	21
Suj34	21Q06	seisme	2	Metaphor	High	P21	7	NA	21
Suj34	21Q07	orage	2	Metaphor	High	P21	7	NA	21
Suj34	21Q08	crachin	2	Metaphor	High	P21	5	NA	21
Suj34	21Q09	mistral	2	Metaphor	High	P21	7	NA	21
Suj34	21Q10	blizzard	2	Metaphor	High	P21	7	NA	21
Suj34	22Q01	estomac	2	Metaphor	High	P22	NA	NA	21
Suj34	22Q02	moustache	2	Metaphor	High	P22	NA	NA	21
Suj34	22Q03	trachee	2	Metaphor	High	P22	NA	NA	21
Suj34	22Q04	tempe	2	Metaphor	High	P22	NA	NA	21
Suj34	22Q05	genou	2	Metaphor	High	P22	NA	NA	21
Suj34	22Q06	thorax	2	Metaphor	High	P22	6	NA	21
Suj34	22Q07	orteil	2	Metaphor	High	P22	5	NA	21
Suj34	22Q08	cheveu	2	Metaphor	High	P22	7	NA	21
Suj34	22Q09	epaule	2	Metaphor	High	P22	5	NA	21
Suj34	22Q10	paupiere	2	Metaphor	High	P22	6	NA	21
Suj34	23Q01	insalubrite	2	Metaphor	High	P23	NA	NA	21
Suj34	23Q02	obesite	2	Metaphor	High	P23	NA	NA	21
Suj34	23Q03	etancheite	2	Metaphor	High	P23	NA	NA	21
Suj34	23Q04	compressibilite	2	Metaphor	High	P23	NA	NA	21
Suj34	23Q05	absorptivite	2	Metaphor	High	P23	NA	NA	21
Suj34	23Q06	fluorescence	2	Metaphor	High	P23	4	NA	21
Suj34	23Q07	corpulence	2	Metaphor	High	P23	5	NA	21
Suj34	23Q08	sveltesse	2	Metaphor	High	P23	5	NA	21
Suj34	23Q09	humidite	2	Metaphor	High	P23	6	NA	21
Suj34	23Q10	adherence	2	Metaphor	High	P23	5	NA	21
Suj34	31Q01	chevalet	3	Metonymy	Low	P31	NA	NA	21
Suj34	31Q02	babyfoot	3	Metonymy	Low	P31	NA	NA	21
Suj34	31Q03	chaudiere	3	Metonymy	Low	P31	NA	NA	21
Suj34	31Q04	parcmetre	3	Metonymy	Low	P31	NA	NA	21
Suj34	31Q05	piano	3	Metonymy	Low	P31	NA	NA	21
Suj34	31Q06	microondes	3	Metonymy	Low	P31	6	NA	21
Suj34	31Q07	enclume	3	Metonymy	Low	P31	4	NA	21
Suj34	31Q08	photocopieuse	3	Metonymy	Low	P31	3	NA	21
Suj34	31Q09	alambic	3	Metonymy	Low	P31	5	NA	21
Suj34	31Q10	congelateur	3	Metonymy	Low	P31	7	NA	21
Suj34	32Q01	jambe	3	Metonymy	Low	P32	NA	NA	21
Suj34	32Q02	dos	3	Metonymy	Low	P32	NA	NA	21
Suj34	32Q03	doigt	3	Metonymy	Low	P32	NA	NA	21
Suj34	32Q04	cuisse	3	Metonymy	Low	P32	NA	NA	21
Suj34	32Q05	poignet	3	Metonymy	Low	P32	NA	NA	21
Suj34	32Q06	poing	3	Metonymy	Low	P32	6	NA	21
Suj34	32Q07	abdos	3	Metonymy	Low	P32	4	NA	21
Suj34	32Q08	uterus	3	Metonymy	Low	P32	3	NA	21
Suj34	32Q09	gorge	3	Metonymy	Low	P32	5	NA	21
Suj34	32Q10	sourcil	3	Metonymy	Low	P32	6	NA	21
Suj34	33Q01	savoir	3	Metonymy	Low	P33	NA	NA	21
Suj34	33Q02	laicite	3	Metonymy	Low	P33	NA	NA	21
Suj34	33Q03	elegance	3	Metonymy	Low	P33	NA	NA	21
Suj34	33Q04	generosite	3	Metonymy	Low	P33	NA	NA	21
Suj34	33Q05	spiritualite	3	Metonymy	Low	P33	NA	NA	21
Suj34	33Q06	pauvrete	3	Metonymy	Low	P33	5	NA	21
Suj34	33Q07	ivresse	3	Metonymy	Low	P33	5	NA	21
Suj34	33Q08	humour	3	Metonymy	Low	P33	5	NA	21
Suj34	33Q09	paranoia	3	Metonymy	Low	P33	5	NA	21
Suj34	33Q10	fougue	3	Metonymy	Low	P33	6	NA	21
Suj34	41Q01	ablation	4	Metonymy	High	P41	NA	NA	21
Suj34	41Q02	reparation	4	Metonymy	High	P41	NA	NA	21
Suj34	41Q03	glanage	4	Metonymy	High	P41	NA	NA	21
Suj34	41Q04	racket	4	Metonymy	High	P41	NA	NA	21
Suj34	41Q05	bouclage	4	Metonymy	High	P41	NA	NA	21
Suj34	41Q06	perquisition	4	Metonymy	High	P41	4	NA	21
Suj34	41Q07	liquidation	4	Metonymy	High	P41	3	NA	21
Suj34	41Q08	broyage	4	Metonymy	High	P41	3	NA	21
Suj34	41Q09	largage	4	Metonymy	High	P41	5	NA	21
Suj34	41Q10	verification	4	Metonymy	High	P41	5	NA	21
Suj34	42Q01	paternalisme	4	Metonymy	High	P42	NA	NA	21
Suj34	42Q02	serviabilite	4	Metonymy	High	P42	NA	NA	21
Suj34	42Q03	sincerite	4	Metonymy	High	P42	NA	NA	21
Suj34	42Q04	clemence	4	Metonymy	High	P42	NA	NA	21
Suj34	42Q05	bienveillance	4	Metonymy	High	P42	NA	NA	21
Suj34	42Q06	neutralite	4	Metonymy	High	P42	6	NA	21
Suj34	42Q07	sexisme	4	Metonymy	High	P42	7	NA	21
Suj34	42Q08	arrogance	4	Metonymy	High	P42	7	NA	21
Suj34	42Q09	docilite	4	Metonymy	High	P42	4	NA	21
Suj34	42Q10	immaturite	4	Metonymy	High	P42	5	NA	21
Suj34	43Q01	safran	4	Metonymy	High	P43	NA	NA	21
Suj34	43Q02	vinaigre	4	Metonymy	High	P43	NA	NA	21
Suj34	43Q03	levure	4	Metonymy	High	P43	NA	NA	21
Suj34	43Q04	moutarde	4	Metonymy	High	P43	NA	NA	21
Suj34	43Q05	vanille	4	Metonymy	High	P43	NA	NA	21
Suj34	43Q06	lait	4	Metonymy	High	P43	7	NA	21
Suj34	43Q07	ketchup	4	Metonymy	High	P43	5	NA	21
Suj34	43Q08	sel	4	Metonymy	High	P43	7	NA	21
Suj34	43Q09	beurre	4	Metonymy	High	P43	7	NA	21
Suj34	43Q10	huile	4	Metonymy	High	P43	7	NA	21
Suj35	11Q01	mentor	1	Metaphor	Low	P11	NA	NA	22
Suj35	11Q02	croupier	1	Metaphor	Low	P11	NA	NA	22
Suj35	11Q03	vigile	1	Metaphor	Low	P11	NA	NA	22
Suj35	11Q04	barman	1	Metaphor	Low	P11	NA	NA	22
Suj35	11Q05	pompier	1	Metaphor	Low	P11	NA	NA	22
Suj35	11Q06	majordome	1	Metaphor	Low	P11	4	NA	22
Suj35	11Q07	acrobate	1	Metaphor	Low	P11	2	NA	22
Suj35	11Q08	arbitre	1	Metaphor	Low	P11	1	NA	22
Suj35	11Q09	infirmier	1	Metaphor	Low	P11	1	NA	22
Suj35	11Q10	troubadour	1	Metaphor	Low	P11	3	NA	22
Suj35	12Q01	pistache	1	Metaphor	Low	P12	NA	NA	22
Suj35	12Q02	orange	1	Metaphor	Low	P12	NA	NA	22
Suj35	12Q03	cacahuete	1	Metaphor	Low	P12	NA	NA	22
Suj35	12Q04	abricot	1	Metaphor	Low	P12	NA	NA	22
Suj35	12Q05	olive	1	Metaphor	Low	P12	NA	NA	22
Suj35	12Q06	cerise	1	Metaphor	Low	P12	5	NA	22
Suj35	12Q07	haricot	1	Metaphor	Low	P12	1	NA	22
Suj35	12Q08	datte	1	Metaphor	Low	P12	5	NA	22
Suj35	12Q09	pasteque	1	Metaphor	Low	P12	4	NA	22
Suj35	12Q10	escalope	1	Metaphor	Low	P12	1	NA	22
Suj35	13Q01	chrysalide	1	Metaphor	Low	P13	NA	NA	22
Suj35	13Q02	sapin	1	Metaphor	Low	P13	NA	NA	22
Suj35	13Q03	colline	1	Metaphor	Low	P13	NA	NA	22
Suj35	13Q04	grotte	1	Metaphor	Low	P13	NA	NA	22
Suj35	13Q05	cratere	1	Metaphor	Low	P13	NA	NA	22
Suj35	13Q06	dune	1	Metaphor	Low	P13	7	NA	22
Suj35	13Q07	falaise	1	Metaphor	Low	P13	3	NA	22
Suj35	13Q08	eboulis	1	Metaphor	Low	P13	NA	Unknown	22
Suj35	13Q09	banquise	1	Metaphor	Low	P13	6	NA	22
Suj35	13Q10	fougere	1	Metaphor	Low	P13	7	NA	22
Suj35	21Q01	brise	2	Metaphor	High	P21	NA	NA	22
Suj35	21Q02	bruine	2	Metaphor	High	P21	NA	NA	22
Suj35	21Q03	typhon	2	Metaphor	High	P21	NA	NA	22
Suj35	21Q04	bourrasque	2	Metaphor	High	P21	NA	NA	22
Suj35	21Q05	cyclone	2	Metaphor	High	P21	NA	NA	22
Suj35	21Q06	seisme	2	Metaphor	High	P21	7	NA	22
Suj35	21Q07	orage	2	Metaphor	High	P21	7	NA	22
Suj35	21Q08	crachin	2	Metaphor	High	P21	3	NA	22
Suj35	21Q09	mistral	2	Metaphor	High	P21	3	NA	22
Suj35	21Q10	blizzard	2	Metaphor	High	P21	2	NA	22
Suj35	22Q01	estomac	2	Metaphor	High	P22	NA	NA	22
Suj35	22Q02	moustache	2	Metaphor	High	P22	NA	NA	22
Suj35	22Q03	trachee	2	Metaphor	High	P22	NA	NA	22
Suj35	22Q04	tempe	2	Metaphor	High	P22	NA	NA	22
Suj35	22Q05	genou	2	Metaphor	High	P22	NA	NA	22
Suj35	22Q06	thorax	2	Metaphor	High	P22	1	NA	22
Suj35	22Q07	orteil	2	Metaphor	High	P22	3	NA	22
Suj35	22Q08	cheveu	2	Metaphor	High	P22	6	NA	22
Suj35	22Q09	epaule	2	Metaphor	High	P22	6	NA	22
Suj35	22Q10	paupiere	2	Metaphor	High	P22	4	NA	22
Suj35	23Q01	insalubrite	2	Metaphor	High	P23	NA	NA	22
Suj35	23Q02	obesite	2	Metaphor	High	P23	NA	NA	22
Suj35	23Q03	etancheite	2	Metaphor	High	P23	NA	NA	22
Suj35	23Q04	compressibilite	2	Metaphor	High	P23	NA	NA	22
Suj35	23Q05	absorptivite	2	Metaphor	High	P23	NA	NA	22
Suj35	23Q06	fluorescence	2	Metaphor	High	P23	5	NA	22
Suj35	23Q07	corpulence	2	Metaphor	High	P23	5	NA	22
Suj35	23Q08	sveltesse	2	Metaphor	High	P23	2	NA	22
Suj35	23Q09	humidite	2	Metaphor	High	P23	3	NA	22
Suj35	23Q10	adherence	2	Metaphor	High	P23	3	NA	22
Suj35	31Q01	chevalet	3	Metonymy	Low	P31	NA	NA	22
Suj35	31Q02	babyfoot	3	Metonymy	Low	P31	NA	NA	22
Suj35	31Q03	chaudiere	3	Metonymy	Low	P31	NA	NA	22
Suj35	31Q04	parcmetre	3	Metonymy	Low	P31	NA	NA	22
Suj35	31Q05	piano	3	Metonymy	Low	P31	NA	NA	22
Suj35	31Q06	microondes	3	Metonymy	Low	P31	3	NA	22
Suj35	31Q07	enclume	3	Metonymy	Low	P31	NA	Unknown	22
Suj35	31Q08	photocopieuse	3	Metonymy	Low	P31	6	NA	22
Suj35	31Q09	alambic	3	Metonymy	Low	P31	NA	Unknown	22
Suj35	31Q10	congelateur	3	Metonymy	Low	P31	7	NA	22
Suj35	32Q01	jambe	3	Metonymy	Low	P32	NA	NA	22
Suj35	32Q02	dos	3	Metonymy	Low	P32	NA	NA	22
Suj35	32Q03	doigt	3	Metonymy	Low	P32	NA	NA	22
Suj35	32Q04	cuisse	3	Metonymy	Low	P32	NA	NA	22
Suj35	32Q05	poignet	3	Metonymy	Low	P32	NA	NA	22
Suj35	32Q06	poing	3	Metonymy	Low	P32	7	NA	22
Suj35	32Q07	abdos	3	Metonymy	Low	P32	1	NA	22
Suj35	32Q08	uterus	3	Metonymy	Low	P32	1	NA	22
Suj35	32Q09	gorge	3	Metonymy	Low	P32	4	NA	22
Suj35	32Q10	sourcil	3	Metonymy	Low	P32	4	NA	22
Suj35	33Q01	savoir	3	Metonymy	Low	P33	NA	NA	22
Suj35	33Q02	laicite	3	Metonymy	Low	P33	NA	NA	22
Suj35	33Q03	elegance	3	Metonymy	Low	P33	NA	NA	22
Suj35	33Q04	generosite	3	Metonymy	Low	P33	NA	NA	22
Suj35	33Q05	spiritualite	3	Metonymy	Low	P33	NA	NA	22
Suj35	33Q06	pauvrete	3	Metonymy	Low	P33	1	NA	22
Suj35	33Q07	ivresse	3	Metonymy	Low	P33	2	NA	22
Suj35	33Q08	humour	3	Metonymy	Low	P33	3	NA	22
Suj35	33Q09	paranoia	3	Metonymy	Low	P33	7	NA	22
Suj35	33Q10	fougue	3	Metonymy	Low	P33	7	NA	22
Suj35	41Q01	ablation	4	Metonymy	High	P41	NA	NA	22
Suj35	41Q02	reparation	4	Metonymy	High	P41	NA	NA	22
Suj35	41Q03	glanage	4	Metonymy	High	P41	NA	NA	22
Suj35	41Q04	racket	4	Metonymy	High	P41	NA	NA	22
Suj35	41Q05	bouclage	4	Metonymy	High	P41	NA	NA	22
Suj35	41Q06	perquisition	4	Metonymy	High	P41	3	NA	22
Suj35	41Q07	liquidation	4	Metonymy	High	P41	6	NA	22
Suj35	41Q08	broyage	4	Metonymy	High	P41	6	NA	22
Suj35	41Q09	largage	4	Metonymy	High	P41	3	NA	22
Suj35	41Q10	verification	4	Metonymy	High	P41	4	NA	22
Suj35	42Q01	paternalisme	4	Metonymy	High	P42	NA	NA	22
Suj35	42Q02	serviabilite	4	Metonymy	High	P42	NA	NA	22
Suj35	42Q03	sincerite	4	Metonymy	High	P42	NA	NA	22
Suj35	42Q04	clemence	4	Metonymy	High	P42	NA	NA	22
Suj35	42Q05	bienveillance	4	Metonymy	High	P42	NA	NA	22
Suj35	42Q06	neutralite	4	Metonymy	High	P42	6	NA	22
Suj35	42Q07	sexisme	4	Metonymy	High	P42	4	NA	22
Suj35	42Q08	arrogance	4	Metonymy	High	P42	7	NA	22
Suj35	42Q09	docilite	4	Metonymy	High	P42	5	NA	22
Suj35	42Q10	immaturite	4	Metonymy	High	P42	5	NA	22
Suj35	43Q01	safran	4	Metonymy	High	P43	NA	NA	22
Suj35	43Q02	vinaigre	4	Metonymy	High	P43	NA	NA	22
Suj35	43Q03	levure	4	Metonymy	High	P43	NA	NA	22
Suj35	43Q04	moutarde	4	Metonymy	High	P43	NA	NA	22
Suj35	43Q05	vanille	4	Metonymy	High	P43	NA	NA	22
Suj35	43Q06	lait	4	Metonymy	High	P43	6	NA	22
Suj35	43Q07	ketchup	4	Metonymy	High	P43	7	NA	22
Suj35	43Q08	sel	4	Metonymy	High	P43	2	NA	22
Suj35	43Q09	beurre	4	Metonymy	High	P43	6	NA	22
Suj35	43Q10	huile	4	Metonymy	High	P43	7	NA	22
Suj36	11Q01	mentor	1	Metaphor	Low	P11	NA	NA	19
Suj36	11Q02	croupier	1	Metaphor	Low	P11	NA	NA	19
Suj36	11Q03	vigile	1	Metaphor	Low	P11	NA	NA	19
Suj36	11Q04	barman	1	Metaphor	Low	P11	NA	NA	19
Suj36	11Q05	pompier	1	Metaphor	Low	P11	NA	NA	19
Suj36	11Q06	majordome	1	Metaphor	Low	P11	1	NA	19
Suj36	11Q07	acrobate	1	Metaphor	Low	P11	1	NA	19
Suj36	11Q08	arbitre	1	Metaphor	Low	P11	1	NA	19
Suj36	11Q09	infirmier	1	Metaphor	Low	P11	1	NA	19
Suj36	11Q10	troubadour	1	Metaphor	Low	P11	5	NA	19
Suj36	12Q01	pistache	1	Metaphor	Low	P12	NA	NA	19
Suj36	12Q02	orange	1	Metaphor	Low	P12	NA	NA	19
Suj36	12Q03	cacahuete	1	Metaphor	Low	P12	NA	NA	19
Suj36	12Q04	abricot	1	Metaphor	Low	P12	NA	NA	19
Suj36	12Q05	olive	1	Metaphor	Low	P12	NA	NA	19
Suj36	12Q06	cerise	1	Metaphor	Low	P12	6	NA	19
Suj36	12Q07	haricot	1	Metaphor	Low	P12	2	NA	19
Suj36	12Q08	datte	1	Metaphor	Low	P12	6	NA	19
Suj36	12Q09	pasteque	1	Metaphor	Low	P12	6	NA	19
Suj36	12Q10	escalope	1	Metaphor	Low	P12	5	NA	19
Suj36	13Q01	chrysalide	1	Metaphor	Low	P13	NA	NA	19
Suj36	13Q02	sapin	1	Metaphor	Low	P13	NA	NA	19
Suj36	13Q03	colline	1	Metaphor	Low	P13	NA	NA	19
Suj36	13Q04	grotte	1	Metaphor	Low	P13	NA	NA	19
Suj36	13Q05	cratere	1	Metaphor	Low	P13	NA	NA	19
Suj36	13Q06	dune	1	Metaphor	Low	P13	7	NA	19
Suj36	13Q07	falaise	1	Metaphor	Low	P13	7	NA	19
Suj36	13Q08	eboulis	1	Metaphor	Low	P13	5	NA	19
Suj36	13Q09	banquise	1	Metaphor	Low	P13	7	NA	19
Suj36	13Q10	fougere	1	Metaphor	Low	P13	6	NA	19
Suj36	21Q01	brise	2	Metaphor	High	P21	NA	NA	19
Suj36	21Q02	bruine	2	Metaphor	High	P21	NA	NA	19
